Group Number,Date_Submittted,Analyte_(Lead),Result_Lead_(PPB),Analyte_(Copper),Result_Copper_(PPB),Address,City,Zip_Code,Site_Code,Service_Line_Material,Sample_Location
2,3/2/2016,Lead,0,Copper,0,THOMAS ST   ,FLINT,48504,FS0096,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,80,MALLERY ST   ,FLINT,48504,FS0097,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,W KEARSLEY ST  ,FLINT,48532,FS0110,Copper,
2,3/2/2016,Lead,0,Copper,0,SALLY CT   ,FLINT,48505,FS0138,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,ORANGE LN   ,FLINT,48505,FS0139,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E LORADO AVE  ,FLINT,48505,FS0147,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,E PARKWAY AVE  ,FLINT,48505,FS0152,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,W BUNDY AVE  ,FLINT,48505,FS0155,Copper,BATHROOM
2,3/3/2016,Lead,0,Copper,0,CHANDLER AVE   ,FLINT,48503,FS0165,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,70,BARRINGTON DR   ,FLINT,48503,FS0176,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,130,COMMONWEALTH AVE   ,FLINT,48503,FS0181,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,100,GIBSON ST   ,FLINT,48503,FS0189,Copper,
2,3/3/2016,Lead,0,Copper,0,INGLESIDE AVE   ,FLINT,48507,FS0243,Copper,
2,3/1/2016,Lead,0,Copper,0,ZIMMERMAN ST   ,FLINT,48522,FS0253,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,KNAPP AVE   ,FLINT,48503,FS0255,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,MILLER RD   ,FLINT,48503,FS0265,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,WOODCROFT AVE   ,FLINT,48503,FS0266,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,170,WOODCROFT AVE   ,FLINT,48503,FS0267,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,IDA AVE   ,FLINT,48503,FS0269,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,MAXINE ST   ,FLINT,48503,FS0283,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E COURT ST  ,FLINT,48503,FS0293,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E COURT ST  ,FLINT,48503,FS0302,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,E COURT ST  ,FLINT,48503,FS0305,Copper,
2,3/9/2016,Lead,0,Copper,0,E AUSTIN AVE  ,FLINT,48505,FS0313,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,WYOMING AVE   ,FLINT,48506,FS0326,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,KELLAR AVE   ,FLINT,48504,FS0335,Copper,
2,3/2/2016,Lead,0,Copper,0,ILLINOIS AVE   ,FLINT,48506,FS0349,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,CHURCHILL AVE   ,FLINT,48506,FS0353,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48503,FS0381,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,WINONA ST   ,FLINT,48504,FS0416,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,130,BARTH ST   ,FLINT,48504,FS0417,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0420,Copper,
2,3/7/2016,Lead,0,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0424,Copper,
2,3/2/2016,Lead,0,Copper,90,N STEVENSON ST  ,FLINT,48504,FS0510,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,WOLCOTT ST   ,FLINT,48504,FS0518,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0536,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,WINONA ST   ,FLINT,48504,FS0562,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,KELLAR AVE   ,FLINT,48504,FS0564,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,70,SUNSET DR   ,FLINT,48503,FS0576,Copper,KITCHEN
2,3/4/2016,Lead,0,Copper,0,WINONA ST   ,FLINT,48504,FS0579,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,WINONA ST   ,FLINT,48504,FS0583,Copper,
2,3/2/2016,Lead,0,Copper,80,ELDORADO DR   ,FLINT,48504,FS0585,Copper,KITCHEN
2,3/7/2016,Lead,0,Copper,0,BARTH ST   ,FLINT,48504,FS0597,Copper,KITCHEN
2,3/6/2016,Lead,0,Copper,0,WINONA ST   ,FLINT,48504,FS0606,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,50,WESTCOMBE AVE   ,FLINT,48503,FS0620,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,BRENTWOOD DR   ,FLINT,48503,FS0629,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,50,PENCOMBE PL   ,FLINT,48503,FS0648,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,PENCOMBE PL   ,FLINT,48503,FS0674,Copper,
2,3/3/2016,Lead,0,Copper,0,WINONA ST   ,FLINT,48504,FS0675,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,280,BRENTWOOD DR   ,FLINT,48503,FS0692,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,HELBER ST   ,FLINT,48504,FS0707,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,HELBER ST   ,FLINT,48504,FS0715,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,BEGOLE ST   ,FLINT,48504,FS0718,Copper,KITCHEN
2,3/11/2016,Lead,0,Copper,0,EMERSON ST   ,FLINT,48504,FS0757,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,70,MALLERY ST   ,FLINT,48504,FS0765,Copper,KITCHEN
2,3/11/2016,Lead,0,Copper,0,W JACKSON AVE  ,FLINT,48504,FS0792,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,THOMAS ST   ,FLINT,48504,FS0852,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,WALTER ST   ,FLINT,48504,FS0870,Copper,KITCHEN
2,3/11/2016,Lead,0,Copper,0,W JACKSON AVE  ,FLINT,48504,FS0936,Copper,BATHROOM
2,3/9/2016,Lead,0,Copper,180,NOLEN DR   ,FLINT,48504,FS0953,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,70,DARYLL DR   ,FLINT,48505,FS0994,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,110,HILLS ST   ,FLINT,48503,FS0997,Copper,
2,3/2/2016,Lead,0,Copper,0,ROBBIE LN   ,FLINT,48505,FS1007,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,ROBBIE LN   ,FLINT,48505,FS1007,Copper,BATHROOM
2,3/7/2016,Lead,0,Copper,0,HERRICK ST   ,FLINT,48532,FS1031,Copper,
2,3/3/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48505,FS1039,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,70,WHITNEY AVE   ,FLINT,48532,FS1041,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,BRABYN ST   ,FLINT,48503,FS1068,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,60,ARLENE AVE   ,FLINT,48532,FS1079,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1084,Copper,
2,3/2/2016,Lead,0,Copper,0,HOGARTH AVE   ,FLINT,48532,FS1104,Copper,
2,3/2/2016,Lead,0,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS1127,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,AVENUE B   ,FLINT,48503,FS1128,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,E GENESEE ST  ,FLINT,48505,FS1171,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,HILLS ST   ,FLINT,48503,FS1173,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,W FOSS AVE  ,FLINT,48505,FS1202,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,HURON ST   ,FLINT,48507,FS1210,Copper,KITCHEN
2,3/6/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS1213,Copper,
2,3/2/2016,Lead,0,Copper,50,BRANDON ST   ,FLINT,48503,FS1214,Copper,
2,3/2/2016,Lead,0,Copper,0,LARCHMONT ST   ,FLINT,48503,FS1226,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS1228,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,MONTCLAIR AVE   ,FLINT,48503,FS1229,Copper,
2,3/2/2016,Lead,0,Copper,60,BURROUGHS AVE   ,FLINT,48507,FS1247,Copper,KITCHEN
2,3/4/2016,Lead,0,Copper,0,BURROUGHS AVE   ,FLINT,48507,FS1256,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,70,BURROUGHS AVE   ,FLINT,48507,FS1261,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,W VAN WAGONER AVE ,FLINT,48505,FS1267,Copper,KITCHEN
2,3/6/2016,Lead,0,Copper,60,BRANDON ST   ,FLINT,48503,FS1314,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E YORK AVE  ,FLINT,48505,FS1330,Copper,
2,3/6/2016,Lead,0,Copper,0,W SIXTH ST  ,FLINT,48503,FS1333,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,PIERCE ST   ,FLINT,48503,FS1383,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,KENNELWORTH AVE   ,FLINT,48503,FS1387,Copper,
2,3/3/2016,Lead,0,Copper,0,CHANDLER AVE   ,FLINT,48503,FS1418,Copper,
2,3/3/2016,Lead,0,Copper,170,M L KING AVE ,FLINT,48505,FS1419,Copper,KITCHEN
2,3/7/2016,Lead,0,Copper,0,PIERCE ST   ,FLINT,48503,FS1440,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,DURAND ST   ,FLINT,48503,FS1443,Copper,KITCHEN
2,3/7/2016,Lead,0,Copper,80,W GENESEE ST  ,FLINT,48505,FS1480,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,180,CLINTON ST   ,FLINT,48507,FS1515,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,60,CLAIRMONT ST   ,FLINT,48503,FS1521,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,W MC CLELLAN ST ,FLINT,48505,FS1532,Copper,BATHROOM
2,3/3/2016,Lead,0,Copper,100,HOGARTH AVE   ,FLINT,48532,FS1541,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1578,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,870,ARLENE AVE   ,FLINT,48532,FS1586,Copper,
2,3/2/2016,Lead,0,Copper,0,HOLLY AVE   ,FLINT,48506,FS1601,Copper,
2,3/2/2016,Lead,0,Copper,70,E ALMA AVE  ,FLINT,48505,FS1604,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48505,FS1627,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,70,HOGARTH AVE   ,FLINT,48532,FS1659,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,WHITNEY AVE   ,FLINT,48532,FS1666,Copper,
2,3/2/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1668,Copper,KITCHEN
2,3/7/2016,Lead,0,Copper,50,CLAIRMONT ST   ,FLINT,48503,FS1671,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,BROWNING AVE   ,FLINT,48507,FS1698,Copper,KITCHEN
2,3/4/2016,Lead,0,Copper,50,PIERCE ST   ,FLINT,48503,FS1721,Copper,
2,3/2/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1726,Copper,KITCHEN
2,3/9/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1743,Copper,KITCHEN
2,3/9/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1743,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1756,Copper,KITCHEN
2,3/7/2016,Lead,0,Copper,0,BRANDON ST   ,FLINT,48503,FS1783,Copper,KITCHEN
2,3/6/2016,Lead,0,Copper,0,NEW YORK AVE  ,FLINT,48506,FS1855,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,60,NOLEN DR   ,FLINT,48504,FS1881,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,LAFAYETTE ST   ,FLINT,48503,FS1897,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS1899,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,240,ROBBIE LN   ,FLINT,48505,FS1917,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,BRANDON ST   ,FLINT,48503,FS1966,Copper,
2,3/2/2016,Lead,0,Copper,60,CHAMBERS ST   ,FLINT,48507,FS1971,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,GRANDY ST   ,FLINT,48503,FS1975,Copper,KITCEHN
2,3/2/2016,Lead,0,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS1976,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E BISHOP AVE  ,FLINT,48505,FS1977,Copper,KITCHEN
2,3/9/2016,Lead,0,Copper,70,DALE AVE   ,FLINT,48506,FS1981,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,DALE AVE   ,FLINT,48506,FS1992,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS1998,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E GENESEE ST  ,FLINT,48505,FS2000,Copper,BATHROOM
2,3/3/2016,Lead,0,Copper,50,W GENESEE ST  ,FLINT,48504,FS2007,Copper,
2,3/9/2016,Lead,0,Copper,60,DALE AVE   ,FLINT,48506,FS2010,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E SECOND ST  ,FLINT,48503,FS2011,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,ALVORD AVE   ,FLINT,48507,FS2019,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,100,BROWNING AVE   ,FLINT,48507,FS2024,Copper,
2,3/3/2016,Lead,0,Copper,0,TENNYSON AVE   ,FLINT,48507,FS2026,Copper,
2,3/2/2016,Lead,0,Copper,90,E RUSSELL AVE  ,FLINT,48505,FS2038,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,50,CLINTON ST   ,FLINT,48507,FS2042,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,CALUMET ST   ,FLINT,48503,FS2054,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,90,CLINTON ST   ,FLINT,48507,FS2055,Copper,
2,3/2/2016,Lead,0,Copper,0,WINDEMERE AVE   ,FLINT,48503,FS2056,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E BAKER ST  ,FLINT,48505,FS2059,Copper,
2,3/2/2016,Lead,0,Copper,0,CHALMERS ST   ,FLINT,48503,FS2077,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,E ALMA AVE  ,FLINT,48505,FS2128,Copper,
2,3/3/2016,Lead,0,Copper,0,E ALMA AVE  ,FLINT,48505,FS2133,Copper,
2,3/2/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS2134,Copper,KITCHEN
2,3/4/2016,Lead,0,Copper,50,W SIXTH ST  ,FLINT,48503,FS2193,Copper,BATHROOM
2,3/2/2016,Lead,0,Copper,80,MOUNTAIN AVE   ,FLINT,48503,FS2196,Copper,KITCHEN
2,3/6/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS2197,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,60,HILLS ST   ,FLINT,48503,FS2199,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,140,LAFAYETTE ST   ,FLINT,48503,FS2222,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,E CARPENTER RD  ,FLINT,48505,FS2224,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,MOUNTAIN AVE   ,FLINT,48503,FS2226,Copper,
2,3/2/2016,Lead,0,Copper,70,MOUNTAIN AVE   ,FLINT,48503,FS2226,Copper,
2,3/7/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS2233,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,80,BRANDON ST   ,FLINT,48503,FS2234,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,180,CLINTON ST   ,FLINT,48507,FS2242,Copper,KITCHEN
2,3/4/2016,Lead,0,Copper,200,FRANK ST   ,FLINT,48504,FS2245,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,100,CLAIRMONT ST   ,FLINT,48503,FS2275,Copper,KITCHEN
2,3/4/2016,Lead,0,Copper,0,ALLENDALE PL   ,FLINT,48503,FS2340,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,90,WOODROW AVE   ,FLINT,48506,FS2345,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,60,WOODROW AVE   ,FLINT,48506,FS2351,Copper,
2,3/3/2016,Lead,0,Copper,130,ALLENDALE PL   ,FLINT,48503,FS2354,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,HERRICK ST   ,FLINT,48532,FS2383,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,100,CALUMET ST   ,FLINT,48503,FS2454,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,120,BROWNING AVE   ,FLINT,48507,FS2455,Copper,KITCHEN
2,3/8/2016,Lead,0,Copper,110,BRANDON ST   ,FLINT,48503,FS2483,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,110,HERRICK ST   ,FLINT,48532,FS2511,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,E MOORE ST  ,FLINT,48505,FS2573,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,60,SHERWOOD DR   ,FLINT,48503,FS2611,Copper,KITCHEN
2,3/6/2016,Lead,0,Copper,0,CAMPBELL ST   ,FLINT,48507,FS2616,Copper,KITCHEN
2,3/2/2016,Lead,0,Copper,0,BROWNING AVE   ,FLINT,48507,FS2622,Copper,
2,3/2/2016,Lead,0,Copper,0,DALE AVE   ,FLINT,48506,FS2714,Copper,KITCHEN
2,3/3/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS2715,Copper,KITCHEN
2,3/4/2016,Lead,0,Copper,100,BARTH ST   ,FLINT,48504,FS2718,Copper,BATHROOM
2,3/9/2016,Lead,1,Copper,60,PARKBELT DR   ,FLINT,48505,FS0136,Copper,KITCHEN
2,3/3/2016,Lead,1,Copper,60,WARNER AVE   ,FLINT,48503,FS0168,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS0282,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,S FRANKLIN AVE  ,FLINT,48503,FS0298,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,E COURT ST  ,FLINT,48503,FS0303,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,RASKOB ST   ,FLINT,48504,FS0364,Copper,
2,3/2/2016,Lead,1,Copper,0,PONTIAC ST   ,FLINT,48503,FS0377,Copper,KITCHEN
2,3/3/2016,Lead,1,Copper,180,N BALLENGER HWY  ,FLINT,48504,FS0421,Copper,KITCHEN
2,3/3/2016,Lead,1,Copper,120,FERNDALE PL   ,FLINT,48503,FS0545,Copper,
2,3/3/2016,Lead,1,Copper,0,WELCH BLVD   ,FLINT,48504,FS0632,Copper,KITCHEN
2,3/3/2016,Lead,1,Copper,80,TENNYSON AVE   ,FLINT,48507,FS1047,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,E MOORE ST  ,FLINT,48505,FS1088,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,140,ROBBIE LN   ,FLINT,48505,FS1141,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,90,MOUNTAIN AVE   ,FLINT,48503,FS1203,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,BURROUGHS AVE   ,FLINT,48507,FS1263,Copper,
2,3/2/2016,Lead,1,Copper,0,WINTHROP BLVD   ,FLINT,48505,FS1415,Copper,KITCHEN
2,3/13/2016,Lead,1,Copper,80,S FRANKLIN AVE  ,FLINT,48503,FS1417,Copper,BATHROOM
2,3/8/2016,Lead,1,Copper,0,E YORK AVE  ,FLINT,48505,FS1595,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,E BAKER ST  ,FLINT,48505,FS1597,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1638,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1728,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,80,ARLENE AVE   ,FLINT,48532,FS1851,Copper,
2,3/3/2016,Lead,1,Copper,0,FOREST HILL AVE  ,FLINT,48504,FS1892,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,90,CHANDLER AVE   ,FLINT,48503,FS1972,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,E COURT ST  ,FLINT,48503,FS2126,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,70,PIERCE ST   ,FLINT,48503,FS2265,Copper,KITCHEN
2,3/3/2016,Lead,1,Copper,100,CHANDLER AVE   ,FLINT,48503,FS2344,Copper,KITCHEN
2,3/3/2016,Lead,1,Copper,110,NEW YORK AVE  ,FLINT,48506,FS2355,Copper,
2,3/2/2016,Lead,1,Copper,120,HOGARTH AVE   ,FLINT,48532,FS2362,Copper,KITCHEN
2,3/2/2016,Lead,1,Copper,0,CHICAGO BLVD   ,FLINT,48503,FS2363,Copper,KITCHEN
2,3/3/2016,Lead,1,Copper,60,CRAWFORD ST   ,FLINT,48507,FS2514,Copper,KITCHEN
2,3/3/2016,Lead,1,Copper,80,MILTON DR   ,FLINT,48507,FS2683,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,140,ANN ARBOR ST  ,FLINT,48503,FS0111,Copper,
2,3/2/2016,Lead,2,Copper,90,KIRK AVE   ,FLINT,48503,FS0122,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,80,SWAYZE ST   ,FLINT,48503,FS0188,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS0196,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,CLINTON ST   ,FLINT,48507,FS0234,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,BROWN ST   ,FLINT,48503,FS0259,Copper,KITCHEN
2,3/3/2016,Lead,2,Copper,0,MAXINE ST   ,FLINT,48503,FS0281,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,50,E COURT ST  ,FLINT,48503,FS0289,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,100,MOUNTAIN AVE   ,FLINT,48503,FS0294,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,50,EDMUND ST   ,FLINT,48505,FS0317,Copper,KITCHEN
2,3/6/2016,Lead,2,Copper,260,WISCONSIN AVE   ,FLINT,48506,FS0347,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,50,MASON ST   ,FLINT,48503,FS0380,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,300,PROSPECT ST   ,FLINT,48504,FS0407,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,90,WELCH BLVD   ,FLINT,48504,FS0656,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,WELCH BLVD   ,FLINT,48504,FS0663,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,MACKIN RD   ,FLINT,48504,FS0667,Copper,
2,3/7/2016,Lead,2,Copper,0,BRENTWOOD DR   ,FLINT,48503,FS0670,Copper,KITCHEN
2,3/7/2016,Lead,2,Copper,0,BRENTWOOD DR   ,FLINT,48503,FS0670,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,WELCH BLVD   ,FLINT,48504,FS0672,Copper,
2,3/3/2016,Lead,2,Copper,50,WELCH BLVD   ,FLINT,48504,FS0682,Copper,KITCHEN
2,3/3/2016,Lead,2,Copper,120,THOMAS ST   ,FLINT,48504,FS0899,Copper,KITCHEN
2,3/4/2016,Lead,2,Copper,60,N DEXTER ST  ,FLINT,48506,FS1002,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,MASON ST   ,FLINT,48505,FS1089,Copper,
2,3/2/2016,Lead,2,Copper,0,CHALMERS ST   ,FLINT,48503,FS1129,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,60,CEDAR ST APT 1 ,FLINT,48503,FS1144,Copper,KITCHEN
2,3/7/2016,Lead,2,Copper,0,E AUSTIN AVE  ,FLINT,48505,FS1167,Copper,BATHROOM
2,3/4/2016,Lead,2,Copper,100,GREENBRIAR LN   ,FLINT,48507,FS1305,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,70,HOLLY AVE   ,FLINT,48506,FS1327,Copper,KITCHEN
2,3/3/2016,Lead,2,Copper,0,LAWNDALE AVE   ,FLINT,48504,FS1361,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,BURROUGHS AVE   ,FLINT,48507,FS1442,Copper,
2,3/2/2016,Lead,2,Copper,70,WHITNEY AVE   ,FLINT,48532,FS1459,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,WALDMAN AVE   ,FLINT,48507,FS1573,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,CASSIUS ST   ,FLINT,48505,FS1577,Copper,BATHROOM
2,3/2/2016,Lead,2,Copper,210,ALLENDALE PL   ,FLINT,48503,FS1864,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,MASON ST   ,FLINT,48505,FS1891,Copper,KITCHEN
2,3/3/2016,Lead,2,Copper,0,HURON ST   ,FLINT,48507,FS1968,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS1978,Copper,
2,3/6/2016,Lead,2,Copper,80,WINDEMERE AVE   ,FLINT,48503,FS1995,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,190,E GENESEE ST  ,FLINT,48505,FS2040,Copper,BATHROOM
2,3/4/2016,Lead,2,Copper,60,W ALMA AVE  ,FLINT,48505,FS2195,Copper,
2,3/2/2016,Lead,2,Copper,240,ROBBIE LN   ,FLINT,48505,FS2349,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,200,ARLENE AVE   ,FLINT,48532,FS2364,Copper,KITCHEN
2,3/2/2016,Lead,2,Copper,50,WHITNEY AVE   ,FLINT,48532,FS2375,Copper,KITCHEN
2,3/4/2016,Lead,2,Copper,0,MARVIN ST   ,FLINT,48505,FS2574,Copper,
2,3/2/2016,Lead,2,Copper,130,HILLS ST   ,FLINT,48503,FS2626,Copper,KITCHEN
2,3/3/2016,Lead,2,Copper,0,VALLEY LN   ,FLINT,48503,FS2658,Copper,
